timestamp,user_id,user_role,player_id,action,status,ip_address
2026-08-17T00:06:07.421Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-17T00:06:07.424Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-17T00:06:07.427Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-TEST-99,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-17T00:06:16.918Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-17T00:06:16.921Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-17T00:06:16.924Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-TEST-99,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:25:47.959Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:25:47.963Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:25:47.966Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-TEST-99,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:25:47.978Z,system,GATEWAY,PLAYER-W5-001,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:25:47.980Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:47.982Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:25:47.983Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:25:47.985Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_GDPR_403,testclient
2026-08-20T14:25:47.986Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:47.987Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:47.989Z,EXTERNAL_COMPANY,EXTERNAL_COMPANY,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_RBAC_403,testclient
2026-08-20T14:25:47.990Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:47.992Z,ANALYST,ANALYST,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_RBAC_403,testclient
2026-08-20T14:25:47.993Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:25:47.994Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:47.996Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:25:47.997Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:48.000Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:48.001Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:25:48.003Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:48.005Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:48.008Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:48.011Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:25:48.012Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_GDPR_403,testclient
2026-08-20T14:25:48.013Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:25:48.015Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:26:39.421Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:26:39.424Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:26:39.427Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-TEST-99,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:26:39.435Z,system,GATEWAY,PLAYER-W5-001,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:26:39.437Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.438Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:26:39.439Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:39.440Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_GDPR_403,testclient
2026-08-20T14:26:39.442Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.443Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.444Z,EXTERNAL_COMPANY,EXTERNAL_COMPANY,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_RBAC_403,testclient
2026-08-20T14:26:39.445Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.446Z,ANALYST,ANALYST,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_RBAC_403,testclient
2026-08-20T14:26:39.448Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:39.449Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.450Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:39.451Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.453Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.455Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:39.456Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.457Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.460Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.462Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:39.463Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_GDPR_403,testclient
2026-08-20T14:26:39.465Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:39.466Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:26:53.363Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:26:53.366Z,system,GATEWAY,PLAYER-TEST-99,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:26:53.369Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-TEST-99,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:26:53.378Z,system,GATEWAY,PLAYER-W5-001,TELEMETRY_INGEST,SUCCESS,testclient
2026-08-20T14:26:53.379Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.381Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
2026-08-20T14:26:53.382Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:53.383Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_GDPR_403,testclient
2026-08-20T14:26:53.385Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.386Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.387Z,EXTERNAL_COMPANY,EXTERNAL_COMPANY,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_RBAC_403,testclient
2026-08-20T14:26:53.388Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.390Z,ANALYST,ANALYST,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_RBAC_403,testclient
2026-08-20T14:26:53.391Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:53.392Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.393Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:53.395Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.397Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.398Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:53.400Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.401Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.403Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.405Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_REVOKED,SUCCESS,testclient
2026-08-20T14:26:53.407Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,DENIED_GDPR_403,testclient
2026-08-20T14:26:53.408Z,system,ATHLETE_DASHBOARD,PLAYER-W5-001,CONSENT_GRANTED,SUCCESS,testclient
2026-08-20T14:26:53.409Z,TEAM_DOCTOR,TEAM_DOCTOR,PLAYER-W5-001,VIEW_BIOMETRIC_DATA,SUCCESS_200,testclient
